DATASET,Confidence,Support,COUNT_MCC,MIN_CC,AVG_CC,COUNT_CC,MIN_MCC,COUNT_PS,MIN_LC,AVG_MCC,COUNT_NS,AVG_LC,MAX_LC,AVG_PS,MAX_CC,MAX_PS,MAX_MCC,COUNT_LC,MIN_PS,
CityDBpedia.nt, > 1.0%, > 1.0,313,1,1,4,1,479,1,1,17,1,1,28.176470588235294117647059,1,107,1,233,11,
CityDBpedia.nt, > 10.0%, > 10,25,-999,0,0,1,49,1,1,4,1,1,12.25,-999,24,1,27,6,
